N,Price,Dist,Rooms,Nfloors,Floor,Totsp,Livesp,Kitsp,Metrdist,Walk,Brick,Bal,Tel,New
1838.0,5487238.0,26.426027658496118,1,17,5,43.9,16.6,12.9,15,1,1.0,1.0,None,1.0
1839.0,5490000.0,20.717309839968383,1,17,9,39,19,9,5,1,0.0,1.0,0,0.0
1840.0,5500000.0,9.83031885300464,1,9,6,31.5,21.2,5.3,15,1,0.0,1.0,1,0.0
1841.0,5499999.0,24.539088849586918,1,12,5,36,24,9,5,0,0.0,0.0,1,0.0
1842.0,5500000.0,11.323941128809503,1,9,8,31,21,6,21,1,0.0,1.0,1,0.0
1843.0,5500000.0,10.61906140945997,1,9,1,33,19,7,11,1,0.0,0.0,1,0.0
1844.0,5500000.0,17.546877291988682,1,9,7,32.5,18.9,6,5,1,0.0,0.0,0,0.0
1845.0,5500000.0,16.626049733343873,1,9,3,33,20,7,15,1,0.0,0.0,1,0.0
1846.0,5500000.0,14.524193357153292,1,9,1,34.7,21,5.9,12,1,0.0,1.0,1,0.0
1847.0,5504444.0,26.426027658496118,2,16,16,58.4,58.4,None,15,1,1.0,0.0,None,1.0
1848.0,5508334.0,21.869069012486175,1,31,4,54.1,19.5,18.6,15,1,1.0,1.0,None,1.0
1849.0,45000000.0,10.121103892932046,4,14,3,180,96,15,3,1,1.0,1.0,1,0.0
1850.0,24676000.0,10.771041164980135,2,40,11,99,42,18,10,1,1.0,0.0,0,0.0
1851.0,16000000.0,9.979234497545104,2,17,6,53,28.4,9.3,10,1,0.0,1.0,None,0.0
1852.0,5513891.0,21.869069012486175,1,23,10,43.6,11.9,16.8,15,1,1.0,1.0,None,1.0
1853.0,5521720.0,21.869069012486175,1,23,4,40.7,15.6,10.4,15,1,1.0,1.0,None,1.0
1854.0,5522659.0,21.869069012486175,1,31,16,50.3,18.5,13.3,15,1,1.0,1.0,None,1.0
1855.0,5536229.0,26.426027658496118,2,17,16,58.2,58.2,None,15,1,1.0,0.0,None,1.0
1856.0,5546726.0,26.426027658496118,2,17,8,61.5,61.5,None,15,1,1.0,0.0,None,1.0
1857.0,5550000.0,9.570632119150666,1,5,3,33,22,6,10,1,0.0,1.0,1,0.0
1858.0,5550000.0,23.989520270931724,1,14,1,37,19,8,7,1,0.0,0.0,None,0.0
1859.0,5552700.0,26.426027658496118,1,17,2,65.0,65.0,None,15,1,1.0,0.0,None,1.0
1860.0,5600000.0,10.71987528711471,1,9,2,31.6,21.4,6,10,1,0.0,0.0,1,0.0
1861.0,5600000.0,16.606840384784164,1,17,1,37.8,19,7.5,15,1,0.0,0.0,1,0.0
1862.0,5600000.0,9.120309395938826,1,5,4,31,19,6,12,0,1.0,1.0,0,0.0
1863.0,5600000.0,16.519320601046548,1,9,8,33,19,8,13,1,0.0,0.0,1,0.0
1864.0,5600000.0,13.960655649977065,1,12,5,32.3,18,8,12,1,0.0,1.0,None,0.0
1865.0,5600000.0,8.433407070014177,1,9,2,33,19,6,10,1,0.0,0.0,0,0.0
1866.0,5601484.0,21.869069012486175,2,31,7,53.6,30.5,6.7,15,1,1.0,1.0,None,1.0
1867.0,5611000.0,12.85064972090417,1,15,2,38.7,38.7,None,11,1,0.0,0.0,None,1.0
1868.0,5612635.0,21.869069012486175,1,23,18,43.7,12.3,15.7,15,1,1.0,1.0,None,1.0
1869.0,5623224.0,21.869069012486175,1,31,7,54.1,19.5,18.6,15,1,1.0,1.0,None,1.0
1870.0,5635966.0,21.869069012486175,2,31,15,54.4,31.6,6.7,15,1,1.0,1.0,None,1.0
1871.0,5650000.0,10.717561831521953,1,5,3,31,19,6,24,1,0.0,1.0,None,0.0
1872.0,5660959.0,26.426027658496118,2,17,2,66.5,66.5,None,15,1,1.0,0.0,None,1.0
1873.0,5662500.0,12.85064972090417,1,15,12,37.5,17,11.2,11,1,0.0,0.0,0,0.0
1874.0,5666556.0,14.166012098154741,1,7,4,41.9,26.4,None,7,0,1.0,1.0,None,1.0
1875.0,5689200.0,12.517183339473375,2,19,4,43.1,23.8,7.5,7,0,1.0,0.0,None,1.0
1876.0,5690000.0,9.215897689373495,1,5,1,31,20,6,5,1,1.0,0.0,1,0.0
1877.0,21900000.0,12.178547900915328,2,8,5,81.3,36.3,15.2,10,0,1.0,1.0,None,1.0
1878.0,6000000.0,14.166012098154741,1,7,3,40,20,12,15,1,1.0,1.0,None,1.0
1879.0,44400000.0,11.109000095501887,4,23,23,177.6,92.8,15.7,15,0,1.0,0.0,1,0.0
1880.0,5699000.0,11.265874194203155,2,9,1,38,23,8,10,1,0.0,0.0,1,0.0
1881.0,5700000.0,24.953476037268544,1,17,10,37.6,18.9,7.5,6,1,0.0,1.0,0,0.0
1882.0,5700000.0,24.59051689198689,1,7,4,39,21,9,7,1,0.0,1.0,None,0.0
1883.0,5700000.0,11.491389661451732,1,5,4,32,20.2,5.4,15,1,0.0,1.0,1,0.0
1884.0,5700000.0,16.08626381882386,1,9,9,32.6,18.8,6,10,0,0.0,0.0,1,0.0
1885.0,5700000.0,11.851365741044297,2,9,1,42.5,27,6,20,1,0.0,0.0,None,0.0
1886.0,5700936.0,21.869069012486175,2,31,11,54.7,31.2,7.5,15,1,1.0,1.0,None,1.0
1887.0,5704000.0,14.166012098154741,1,7,4,40,15.9,11.4,7,0,1.0,0.0,None,1.0
1888.0,5708400.0,12.517183339473375,2,19,9,40.2,23.8,7.5,7,0,1.0,0.0,None,1.0
1889.0,5712021.0,26.426027658496118,2,17,14,62.0,62.0,None,15,1,1.0,0.0,None,1.0
1890.0,5727239.0,21.869069012486175,2,31,12,54.4,31.6,6.7,15,1,1.0,1.0,None,1.0
1891.0,5730051.0,26.426027658496118,2,17,7,65.3,65.3,None,15,1,1.0,0.0,None,1.0
1892.0,5733000.0,12.517183339473375,2,19,14,39,26.3,4.9,7,0,1.0,0.0,None,1.0
1893.0,5743514.0,21.869069012486175,2,31,16,54.6,31.5,7.0,15,1,1.0,1.0,None,1.0
1894.0,5750000.0,11.491389661451732,1,5,4,32,18,7,21,1,0.0,1.0,1,0.0
1895.0,5751400.0,12.517183339473375,2,19,15,38.6,26.3,4.9,7,0,1.0,0.0,None,1.0
1896.0,5754618.0,21.869069012486175,2,31,12,54.7,31.3,7.3,15,1,1.0,1.0,None,1.0
1897.0,5758630.0,21.869069012486175,1,31,19,48.2,17.6,12,15,1,1.0,1.0,None,1.0
1898.0,5790756.0,21.869069012486175,2,31,16,54.5,31.7,6.7,15,1,1.0,1.0,None,1.0
1899.0,5799000.0,23.200755125083486,1,17,12,38.6,19.1,8.5,4,1,0.0,1.0,None,0.0
1900.0,5800000.0,15.981134560104978,1,12,12,34,17,7.5,7,1,0.0,1.0,1,0.0
1901.0,5800000.0,22.625163553470504,1,14,10,40,20,10,7,1,0.0,1.0,1,0.0
1902.0,5800000.0,23.05548052343306,2,22,11,39,20,11,2,1,0.0,1.0,1,0.0
1903.0,5800000.0,19.611764574915288,1,14,7,42,20.5,8.5,10,1,0.0,1.0,1,0.0
1904.0,5800000.0,25.516021319131344,1,17,2,40,16,10,10,1,0.0,0.0,1,0.0
1905.0,34000000.0,13.887087101583042,3,15,14,123.5,74,12,1,0,0.0,1.0,1,0.0
1906.0,7100000.0,11.376360491282888,2,9,3,42,27,6.5,5,1,1.0,1.0,0,0.0
1907.0,26200000.0,15.147964523740587,3,28,16,100,48,25,3,1,1.0,1.0,1,0.0
1908.0,5800000.0,23.176429300861834,1,17,4,38,15,9.5,5,1,0.0,0.0,0,0.0
1909.0,5800000.0,10.61906140945997,1,9,1,33,19,7,7,1,0.0,0.0,1,0.0
1910.0,5800000.0,9.37720389393242,1,9,2,32.6,22.1,5.2,17,1,0.0,0.0,1,0.0
1911.0,5850000.0,13.121746628691994,1,9,6,33.2,18,7.5,5,1,0.0,0.0,0,0.0
1912.0,5853638.0,21.869069012486175,2,31,16,54.5,31.7,6.7,15,1,1.0,1.0,None,1.0
1913.0,5856100.0,12.517183339473375,2,19,16,37.3,24.6,7.3,7,0,1.0,0.0,None,1.0
1914.0,5870000.0,25.945660897315804,1,16,10,39,18,10,5,0,1.0,1.0,None,0.0
1915.0,5873611.0,21.869069012486175,2,31,16,55.3,31.6,7.5,15,1,1.0,1.0,None,1.0
1916.0,5892600.0,14.166012098154741,1,7,5,42.7,13.4,18.4,7,0,1.0,0.0,None,1.0
1917.0,5900000.0,24.12381412183821,2,17,10,55,33,9.1,10,0,0.0,1.0,1,0.0
1918.0,5900000.0,24.12381412183821,2,17,10,55,33,9.1,20,1,0.0,1.0,None,0.0
1919.0,5900000.0,18.417526040160464,2,9,9,46,27,6,15,1,0.0,1.0,None,0.0
1920.0,5900000.0,11.343594970569736,2,5,5,42,27,5.5,10,1,0.0,1.0,1,0.0
1921.0,5900000.0,23.287614632410747,1,14,5,37.7,16.9,8,15,1,0.0,1.0,1,0.0
1922.0,5900000.0,15.559374203972098,1,9,1,32,20,6,7,1,0.0,0.0,1,0.0
1923.0,5900000.0,10.001084997503826,1,9,2,31,20,6,12,1,1.0,0.0,1,0.0
1924.0,5900000.0,10.320807690999278,1,9,1,31,21.5,5,15,1,0.0,0.0,None,0.0
1925.0,5900000.0,18.04919780345809,1,9,4,31,19,6,11,1,0.0,0.0,1,0.0
1926.0,5900000.0,20.942488028837786,1,17,17,39,19,8.4,None,None,0.0,1.0,1,0.0
1927.0,5919747.0,26.426027658496118,2,16,8,68.3,68.3,None,15,1,1.0,0.0,None,1.0
1928.0,5924800.0,12.85064972090417,1,15,13,36.8,19,11.7,11,1,0.0,0.0,0,0.0
1929.0,5937036.0,14.166012098154741,1,7,2,43.9,14,15.9,7,0,1.0,0.0,None,1.0
1930.0,5950000.0,25.260882854120197,1,9,8,42,21,8.7,8,1,0.0,1.0,1,0.0
1931.0,5953486.0,21.869069012486175,1,31,16,54.2,19.5,18.6,15,1,1.0,1.0,None,1.0
1932.0,5990000.0,21.290053383032483,1,17,3,39,16,9,5,0,0.0,1.0,1,0.0
1933.0,26200000.0,15.147964523740587,3,28,16,100,48,25,3,1,1.0,1.0,1,0.0
1934.0,30050000.0,11.238961549159967,3,23,11,120.2,92.3,15,10,1,1.0,1.0,1,0.0
1935.0,34500000.0,13.875917388774353,4,17,16,155,94,42,2,1,1.0,1.0,None,0.0
1936.0,5990000.0,11.703020786621899,1,12,5,35.5,19.8,9.7,18,1,0.0,1.0,0,0.0
1937.0,5990000.0,14.079880067385574,1,9,5,34.9,20,6.5,15,1,0.0,1.0,0,0.0
1938.0,6000000.0,27.520873230740523,2,17,4,54,32,8,10,0,0.0,1.0,0,0.0
1939.0,6000000.0,11.610023090391284,2,5,5,45,32,6,15,1,0.0,1.0,0,0.0
1940.0,6000000.0,14.166012098154741,1,7,3,40.0,21,12,15,1,1.0,1.0,None,1.0
1941.0,6000000.0,19.63749733597441,1,22,8,39.6,20,9.8,9,1,0.0,1.0,None,0.0
1942.0,6000000.0,14.678093983511994,1,9,5,35,18,8,14,1,0.0,0.0,1,0.0
1943.0,6000000.0,9.190109932456421,1,5,3,30.6,19.1,7,8,1,0.0,1.0,1,0.0
1944.0,6000000.0,23.328898689087545,1,8,5,38.2,17,8,10,1,0.0,1.0,1,0.0
1945.0,6000000.0,22.76689055450736,1,12,8,35,15,11,7,1,0.0,1.0,1,0.0
1946.0,6000000.0,11.545761357690315,2,5,3,42,30,5,3,0,0.0,1.0,1,0.0
1947.0,6047842.0,26.426027658496118,2,17,5,70.2,70.2,None,15,1,1.0,0.0,None,1.0
1948.0,6050000.0,14.878045565021516,1,12,12,32.8,17,8,2,1,0.0,1.0,1,0.0
1949.0,6050000.0,14.878045565021516,1,12,12,32.8,17,8,2,1,0.0,1.0,1,0.0
1950.0,6052680.0,14.166012098154741,1,7,4,43,15,9.2,7,0,1.0,0.0,None,1.0
1951.0,6076986.0,21.869069012486175,1,31,21,49.9,18.5,13.3,15,1,1.0,1.0,None,1.0
1952.0,6080000.0,25.08786332498381,1,9,5,39,21,8.5,4,1,0.0,0.0,None,0.0
1953.0,6090000.0,11.807826964352623,1,19,9,38,20,None,24,0,0.0,1.0,1,0.0
1954.0,6090000.0,25.822213512303087,1,12,10,40,19,10,12,1,0.0,1.0,1,0.0
1955.0,6098000.0,17.37205684859413,1,16,16,41,20,10,19,1,0.0,1.0,1,0.0
1956.0,6100000.0,11.807503023628492,2,5,4,46,28,6,7,0,0.0,1.0,0,0.0
1957.0,6100000.0,19.611764574915288,1,14,3,39.9,20.8,8.5,8,1,0.0,1.0,1,0.0
1958.0,6100000.0,16.447376062040927,1,22,22,39,21,10,13,1,0.0,1.0,None,0.0
1959.0,6099999.0,17.37205684859413,1,16,16,41,20,9.6,9,1,0.0,1.0,1,0.0
1960.0,6100000.0,11.97190121219205,1,5,1,32,20,6,4,1,0.0,0.0,None,0.0
1961.0,85000000.0,8.813721388462753,4,19,9,183,160,23,2,1,1.0,1.0,1,0.0
1962.0,8443500.0,7.605905164358578,1,None,12,43.3,None,None,13,1,0.0,0.0,None,1.0
1963.0,48000000.0,7.052209708709841,3,53,7,133,83.8,16,15,1,1.0,0.0,0,0.0
1964.0,1399222.0,22.84957376710942,1,3,3,15.2,15,None,26,0,0.0,0.0,1,0.0
1965.0,1399333.0,22.388946694872494,1,3,3,15.3,10.3,5,15,0,1.0,0.0,None,1.0
1966.0,1599111.0,22.388946694872494,1,3,1,20.1,20,None,17,0,1.0,0.0,None,1.0
1967.0,1599444.0,22.52176321752461,1,3,1,20.4,15.4,5,23,0,1.0,0.0,1,0.0
1968.0,2999111.0,21.214997990030422,2,3,3,38.1,32.1,6,15,0,1.0,0.0,1,0.0
1969.0,3600000.0,34.065906439323605,1,12,7,37,21,9,25,0,0.0,1.0,1,0.0
1970.0,3642280.0,19.388853385892585,1,25,24,34.0,15.1,8.8,10,0,0.0,1.0,None,1.0
1971.0,3756660.0,19.388853385892585,1,21,3,38.1,14.4,10.6,10,0,0.0,1.0,None,1.0
1972.0,3820656.0,19.388853385892585,1,25,7,38.4,None,None,5,0,0.0,1.0,None,1.0
1973.0,3828836.0,19.388853385892585,1,25,3,38.1,None,None,5,0,0.0,1.0,None,1.0
1974.0,3841914.0,19.388853385892585,1,25,3,38.2,14.4,10.6,10,0,0.0,1.0,None,1.0
1975.0,3857004.0,19.388853385892585,1,25,5,38.3,14.4,10.6,10,0,0.0,1.0,None,1.0
1976.0,3872992.0,19.388853385892585,1,25,6,38.1,14.4,10.6,10,0,0.0,1.0,None,1.0
1977.0,3881148.0,19.388853385892585,1,21,11,38.6,14.5,10.6,10,0,0.0,1.0,None,1.0
1978.0,3885172.0,19.388853385892585,1,25,19,38.6,None,None,5,0,0.0,1.0,None,1.0
1979.0,3885184.0,19.388853385892585,1,25,6,38.2,None,None,5,0,0.0,1.0,None,1.0
1980.0,3885184.0,19.388853385892585,1,25,6,38.2,14.4,10.6,10,0,0.0,1.0,None,1.0
1981.0,3890000.0,26.69961675735207,1,12,9,37,21,10,15,0,0.0,1.0,None,0.0
1982.0,3893220.0,19.388853385892585,1,21,17,38.7,14.5,10.6,10,0,0.0,1.0,None,1.0
1983.0,3893312.0,19.388853385892585,1,25,6,38.3,None,None,5,0,0.0,1.0,None,1.0
1984.0,3896360.0,19.388853385892585,1,25,8,38.4,None,None,5,0,0.0,1.0,None,1.0
1985.0,3904488.0,19.388853385892585,1,25,10,38.4,14.4,10.6,10,0,0.0,1.0,None,1.0
1986.0,3906520.0,19.388853385892585,1,25,9,38.5,None,None,5,0,0.0,1.0,None,1.0
1987.0,3940866.0,19.388853385892585,1,25,15,38.4,None,None,5,0,0.0,1.0,None,1.0
1988.0,3940866.0,19.388853385892585,1,25,14,38.4,14.5,10.6,10,0,0.0,1.0,None,1.0
1989.0,11956831.0,13.758076152698136,1,14,8,47.8,17.9,12.5,10,0,1.0,1.0,None,1.0
1990.0,9600000.0,14.141029230748622,2,16,9,54,33,10,5,0,0.0,1.0,1,0.0
1991.0,104281503.0,9.392210404034827,5,22,15,254,210,60,10,0,0.0,1.0,None,0.0
1992.0,3949074.0,19.388853385892585,1,25,12,38.5,None,None,5,0,0.0,1.0,None,1.0
1993.0,3951126.0,19.388853385892585,1,25,13,38.5,None,None,5,0,0.0,1.0,None,1.0
1994.0,3951126.0,19.388853385892585,1,25,15,38.5,14.5,10.6,10,0,0.0,1.0,None,1.0
1995.0,3957282.0,19.388853385892585,1,25,15,38.6,None,None,5,0,0.0,1.0,None,1.0
1996.0,3957282.0,19.388853385892585,1,16,3,38.6,14.5,10.6,10,0,0.0,1.0,None,1.0
1997.0,3959334.0,19.388853385892585,1,25,13,38.6,14.5,10.6,10,0,0.0,1.0,None,1.0
1998.0,3961386.0,19.388853385892585,1,25,18,38.6,14.4,10.6,10,0,0.0,1.0,None,1.0
1999.0,3969594.0,19.388853385892585,1,25,17,38.7,14.5,10.6,10,0,0.0,1.0,None,1.0
2000.0,4049066.0,19.388853385892585,1,25,23,38.7,14.4,10.6,10,0,0.0,1.0,None,1.0
2001.0,4052204.0,19.388853385892585,1,25,23,38.7,None,None,5,0,0.0,1.0,None,1.0
2002.0,4064358.0,20.095447394078114,1,19,8,35,22,None,None,None,1.0,1.0,None,1.0
2003.0,4113694.0,19.388853385892585,1,16,6,38.6,14.5,10.6,10,0,0.0,1.0,None,1.0
2004.0,4124354.0,19.388853385892585,1,16,10,38.7,14.5,10.6,10,0,0.0,1.0,None,1.0
2005.0,4137523.0,20.095447394078114,1,9,3,36.8,14.9,10.4,15,0,1.0,1.0,None,1.0
2006.0,4154436.0,19.388853385892585,1,16,12,38.6,14.4,10.6,10,0,0.0,1.0,None,1.0
2007.0,4165196.0,19.388853385892585,1,16,14,38.7,14.4,10.6,10,0,0.0,1.0,None,1.0
2008.0,4200000.0,27.128984642984577,1,5,2,34.6,20,7.5,None,None,1.0,1.0,None,0.0
2009.0,4272443.0,20.095447394078114,1,19,3,38,15.4,10,15,0,1.0,1.0,None,1.0
2010.0,4336882.0,20.095447394078114,1,11,8,36.9,14.9,10.4,15,0,1.0,1.0,None,1.0
2011.0,4350000.0,15.304938726722236,1,9,5,21.4,13,3.7,10,0,1.0,0.0,1,0.0
2012.0,4400000.0,12.001275433439224,1,5,1,28,17,5,10,0,1.0,0.0,1,0.0
2013.0,4487239.0,20.095447394078114,1,12,4,38.2,15.4,9.8,15,0,1.0,1.0,None,1.0
2014.0,4499111.0,22.168861008784024,3,3,3,60,54,6,None,None,0.0,0.0,1,0.0
2015.0,4500000.0,18.416398570850006,1,9,5,33.1,19,6,10,0,0.0,0.0,1,0.0
2016.0,4500000.0,12.001275433439224,1,5,1,26,17.5,4,20,1,1.0,0.0,None,0.0
2017.0,28000000.0,13.890911026089146,3,40,4,104,68,15,5,1,1.0,1.0,1,0.0
2018.0,86000000.0,9.248031615565278,3,18,16,138,110,None,12,0,0.0,0.0,1,0.0
2019.0,64900000.0,9.308402750289767,4,17,12,124,1,None,28,1,1.0,1.0,0,0.0
2020.0,4500000.0,19.257276651716182,1,4,3,32,19,6,15,0,1.0,1.0,None,0.0
2021.0,4500000.0,14.932904799957909,1,5,1,31.5,20,6,5,0,0.0,0.0,1,0.0
2022.0,4650000.0,16.278760613526238,1,16,1,37,20,9,10,0,0.0,0.0,1,0.0
2023.0,4650000.0,11.77837782922193,1,5,4,26,17,5,10,0,1.0,1.0,1,0.0
2024.0,4700000.0,14.157272634719867,1,5,5,32,19,6,None,None,1.0,0.0,1,0.0
2025.0,4700000.0,19.94166561199318,1,16,2,37.2,14.2,11.3,10,1,1.0,0.0,None,1.0
2026.0,4735260.0,17.64845278974,1,25,6,33.3,16.4,8,10,0,0.0,1.0,None,1.0
2027.0,4750000.0,13.841674557885817,1,5,4,30,16,6,15,1,0.0,1.0,1,0.0
2028.0,4754920.0,13.981455534631065,1,24,4,26.5,15,None,29,1,1.0,1.0,None,1.0
2029.0,4800000.0,19.671232672078634,1,5,3,31.1,19.1,5.5,12,0,1.0,1.0,1,0.0
2030.0,4800000.0,20.095447394078114,1,16,12,37,15,10.5,10,0,1.0,1.0,None,1.0
2031.0,4850000.0,18.324784139482524,1,14,7,38,19,8,None,None,0.0,1.0,0,0.0
2032.0,4850000.0,18.324784139482524,1,17,11,38,19,8,10,0,0.0,1.0,None,0.0
2033.0,4900000.0,22.202127332870365,1,14,3,39.1,20.5,8.5,20,0,0.0,0.0,1,0.0
2034.0,4900000.0,27.655064420539677,2,17,9,47,30,12,18,0,1.0,1.0,0,0.0
2035.0,4916808.0,13.989970615956713,1,10,7,26.5,10.2,6,10,0,1.0,1.0,None,1.0
2036.0,4939860.0,17.64845278974,1,25,23,33.4,16.4,8,10,0,0.0,1.0,None,1.0
2037.0,4990000.0,12.001275433439224,1,5,2,27,16,6,7,0,1.0,1.0,1,0.0
2038.0,4990000.0,15.58481572368427,1,5,4,30,18,6,15,1,0.0,1.0,1,0.0
2039.0,5000000.0,13.946106307388918,1,5,3,33,19.5,6,5,0,0.0,1.0,None,0.0
2040.0,5000000.0,19.550744549228632,2,4,4,43,28,6,20,0,1.0,0.0,1,0.0
2041.0,5000000.0,15.052627638427737,1,5,1,36,18,8,10,0,1.0,0.0,1,0.0
2042.0,5050000.0,18.789952559422034,1,17,1,39,19,10,15,0,0.0,0.0,1,0.0
2043.0,5099000.0,9.854857427036439,1,5,1,30,16,6,5,1,0.0,0.0,1,0.0
2044.0,5100000.0,10.63283035195133,1,5,1,33,20,6,None,None,0.0,0.0,None,0.0
2045.0,15700000.0,14.685291635453627,3,17,16,74,50,10,3,1,0.0,1.0,1,0.0
2046.0,26000000.0,5.516869265313548,3,9,5,80,50,9,7,1,0.0,1.0,1,0.0
2047.0,17150000.0,3.88490656984994,2,11,6,52.7,33,7.5,13,1,1.0,1.0,1,0.0
2048.0,5100000.0,11.676144121913794,1,5,5,28.9,16,5.5,10,0,1.0,1.0,1,0.0
2049.0,5125410.0,17.64845278974,1,25,4,46.3,24.4,10.2,10,0,0.0,1.0,None,1.0
2050.0,5150000.0,14.187308133492538,1,9,9,33,20,7,None,None,0.0,0.0,1,0.0
2051.0,5185440.0,17.64845278974,1,25,2,46.8,24.4,10.2,10,0,0.0,1.0,None,1.0
2052.0,5190000.0,13.841674557885817,1,5,2,33,20,6.5,24,1,0.0,1.0,0,0.0
2053.0,5191830.0,17.64845278974,1,25,6,46.9,24.4,10.2,10,0,0.0,1.0,None,1.0
2054.0,5200000.0,12.184923526005239,1,5,4,32,19,6,15,1,0.0,1.0,1,0.0
2055.0,5200000.0,18.597605078343157,2,12,5,45.5,30,6,15,0,0.0,0.0,0,0.0
2056.0,5200000.0,16.271106430200863,1,9,3,34,18,7.1,None,None,0.0,0.0,1,0.0
2057.0,5250565.0,19.388853385892585,2,21,10,54.4,30.1,9.2,10,0,0.0,1.0,None,1.0
2058.0,5254600.0,17.64845278974,1,25,8,47,24.4,10.2,10,0,0.0,1.0,None,1.0
2059.0,5300000.0,16.612912142222616,1,16,11,35,19,10,7,1,0.0,1.0,None,0.0
2060.0,5300000.0,22.237608008314954,1,17,5,36,16,10,None,None,0.0,0.0,None,0.0
2061.0,5300000.0,14.221240129953092,1,5,1,55.4,42.1,12.3,28,1,1.0,0.0,None,0.0
2062.0,5323500.0,19.388853385892585,2,25,12,54.6,None,None,5,0,0.0,1.0,None,1.0
2063.0,5334225.0,19.388853385892585,2,25,16,54.7,None,None,5,0,0.0,1.0,None,1.0
2064.0,5350000.0,22.571895438279313,1,17,4,40.2,20,10.2,15,0,0.0,1.0,0,0.0
2065.0,5362000.0,13.402289118851408,1,24,6,28,None,None,None,None,0.0,0.0,None,1.0
2066.0,5400000.0,19.242114833242987,1,16,6,36,16,10,5,0,0.0,1.0,1,0.0
2067.0,5400000.0,16.420855205724063,2,10,7,48.7,30.9,6.7,20,0,0.0,1.0,1,0.0
2068.0,5400000.0,18.092960724969704,1,12,9,35,20,10,None,None,0.0,1.0,1,0.0
2069.0,5436480.0,14.239975486316194,1,25,13,22.4,10.8,5,5,1,0.0,1.0,None,1.0
2070.0,5460840.0,7.510937632607591,1,24,19,28.8,18,None,15,1,1.0,0.0,None,1.0
2071.0,5470000.0,22.387353993576436,1,17,3,36,14,9.2,20,0,0.0,0.0,0,0.0
2072.0,5484570.0,19.388853385892585,2,25,3,60.3,None,None,5,0,0.0,1.0,None,1.0
2073.0,19500000.0,11.822455297442753,2,14,6,64,35,14,15,1,1.0,1.0,1,0.0
2074.0,52825527.0,7.052209708709841,3,50,39,100,58,16,10,0,1.0,0.0,1,0.0
2075.0,4678128.0,13.989970615956713,1,10,3,26.5,10.2,6,10,0,1.0,1.0,None,1.0
2076.0,5484570.0,19.388853385892585,2,21,3,60.3,32,10.9,10,0,0.0,1.0,None,1.0
2077.0,5485336.0,19.388853385892585,2,16,3,57.7,27.8,12.9,10,0,0.0,1.0,None,1.0
2078.0,5490000.0,19.604780751653863,1,14,3,37,17,10,25,0,0.0,1.0,0,0.0
2079.0,5490000.0,18.789952559422034,1,12,10,38.9,20.9,8.6,25,0,0.0,1.0,0,0.0
2080.0,5498863.0,19.388853385892585,2,25,3,57.3,32.0,13.1,10,0,0.0,1.0,None,1.0
2081.0,5500000.0,9.087215667040212,1,5,1,26.9,18,2.2,10,1,0.0,0.0,0,0.0
2082.0,5500000.0,9.087215667040212,1,5,1,26.9,18,2.2,10,1,0.0,0.0,0,0.0
2083.0,5500000.0,11.885084787935485,1,9,3,32.6,18.7,7,15,1,0.0,0.0,0,0.0
2084.0,5500000.0,21.864989904004084,1,14,8,39,21,9,None,None,0.0,1.0,1,0.0
2085.0,5500000.0,13.498935975313673,1,5,4,31,20,6,12,1,1.0,1.0,1,0.0
2086.0,5500000.0,12.132918535228097,1,9,1,33,None,7,10,1,0.0,0.0,0,0.0
2087.0,5500000.0,15.086508554337806,1,17,7,38,19,8,15,0,0.0,1.0,0,0.0
2088.0,5510388.0,19.388853385892585,2,25,5,57.4,None,None,5,0,0.0,1.0,None,1.0
2089.0,5518073.0,19.388853385892585,2,25,5,57.5,31.6,13.1,10,0,0.0,1.0,None,1.0
2090.0,5530559.0,19.388853385892585,2,25,6,57.6,31.6,13.1,10,0,0.0,1.0,None,1.0
2091.0,5550000.0,16.271325658070875,1,12,5,39,17,7,10,0,0.0,1.0,None,0.0
2092.0,5552650.0,19.388853385892585,2,25,8,57.8,None,None,5,0,0.0,1.0,None,1.0
2093.0,5581346.0,19.388853385892585,2,25,7,57.5,32.0,13.1,10,0,0.0,1.0,None,1.0
2094.0,5585580.0,19.388853385892585,2,25,21,61.4,None,None,5,0,0.0,1.0,None,1.0
2095.0,5600000.0,16.515395083318886,2,14,10,47.9,28.7,6,10,0,0.0,1.0,1,0.0
2096.0,5600000.0,13.171564839475707,2,12,10,39,24,6.1,None,None,0.0,1.0,None,0.0
2097.0,5600000.0,17.90215215734474,2,12,1,44,30,7,5,0,1.0,0.0,1,0.0
2098.0,5600000.0,7.13470133405191,1,9,1,32.1,21.7,6,2,1,0.0,0.0,1,0.0
2099.0,5600000.0,15.156719895930475,2,5,5,41.9,28.6,6.1,29,1,1.0,1.0,1,0.0
2100.0,5600000.0,22.92192769952526,1,22,5,37.7,19.7,10,50,1,0.0,1.0,1,0.0
2101.0,51300000.0,10.521279714863415,2,16,16,135,65,27,10,0,1.0,1.0,1,0.0
2102.0,18176535.0,18.035097693684353,2,7,6,76.7,40.4,10,22,1,1.0,1.0,None,1.0
2103.0,23500000.0,12.948826002098665,3,23,8,102,60,None,15,1,1.0,1.0,0,0.0
2104.0,5600000.0,20.875347193172356,1,17,10,37,19,7,10,0,1.0,1.0,0,0.0
2105.0,5602500.0,17.64845278974,2,25,1,45,29.1,8,10,0,0.0,1.0,None,1.0
2106.0,5624240.0,17.64845278974,2,25,1,45.8,29.1,8,10,0,0.0,1.0,None,1.0
